tau_m,tau_s,tau_r,tau_plus,tau_minus,a_plus,a_minus,CFI0,CF01,CFI1,alpha,TH0,TH1,fitnessEff,fitnessFake,fitnessSel
8.398367977913755e-09,1e-10,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,6.788306375814361e-05,6.193945263449541e-05,0.5314643124625297,0.5977657867372771,0.7165974330672222,0.9644306967387448,0.7475163280658825,0.8352382427968593,1.0,0.9966,0.116919
8.818519320555915e-09,1e-10,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,3.8760964197739284e-05,1.5343592592030295e-05,0.5,0.6509116424570446,0.6675519949735869,0.9978986847185694,0.7475163280658825,0.9002248044769313,1.0,0.9966,0.155247
9.689495442641883e-09,1e-10,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.715647668106565,0.5610488218891452,0.2608801746186037,0.7158434493363932,0.6,0.98965,0.9966,0.329796
8.398367977913755e-09,1e-10,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.838502466315351,0.9644306967387448,0.7475163280658825,0.8352382427968593,1.0,0.9966,0.129896
8.398367977913755e-09,1e-10,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,6.788306375814361e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.6218664000517665,0.9644306967387448,0.6,0.8352382427968593,1.0,0.9966,0.13056
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.6218664000517665,0.9644306967387448,0.6,0.9002248044769313,0.982248,0.99,0.435633
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,3.8760964197739284e-05,1.5343592592030295e-05,0.5,0.6509116424570446,0.6218664000517665,0.9644306967387448,0.6,0.9002248044769313,0.994428,0.996,0.433827
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.6,0.7492909847977799,0.991821,0.9898,0.485394
8.398367977913755e-09,2.5203382630970597e-10,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,6.56e-06,1.5343592592030295e-05,0.7296531558695111,0.8612860525679867,0.5,0.9424664081159543,0.6,0.9405643495760352,0.741924,0.8056,0.420803
8.398367977913755e-09,2.5203382630970597e-10,1e-10,9.349466017506253e-09,7.696221056784764e-09,6.56e-06,1.5343592592030295e-05,0.7296531558695111,0.8612860525679867,0.5,0.8464655173294761,0.632373177963066,0.9405643495760352,0.747454,0.8132,0.427088
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5314643124625297,0.8612860525679867,0.7165974330672222,0.8464655173294761,0.632373177963066,0.8077341941977626,0.811326,0.9486,0.454155
8.818519320555915e-09,1e-10,1e-10,9.349466017506253e-09,7.696221056784764e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.5,0.9978986847185694,0.7475163280658825,0.9002248044769313,0.696468,0.846,0.366368
1e-10,2.1483939334203056e-09,1e-10,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.6509116424570446,0.5,0.1,0.8253556331781342,0.7807690555139849,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.6218664000517665,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,4.851010294451138e-09,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.7165974330672222,0.8464655173294761,0.8253556331781342,0.7807690555139849,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.7165974330672222,0.8464655173294761,0.8253556331781342,0.7807690555139849,0.0,0.0,0.0
9.689495442641883e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,1e-10,6.56e-06,1.8588928065261945e-05,0.534494521631937,0.715647668106565,0.5610488218891452,0.2608801746186037,0.632373177963066,0.8077341941977626,0.995589,0.9966,0.210492
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.8362811137815677,0.5,0.1,0.8253556331781342,0.7807690555139849,0.88104,0.8122,0.529577
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.997796,0.9966,0.5252
5.079672264508865e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,1.0,0.9966,0.184131
9.689495442641883e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.5,0.5,0.9644306967387448,0.6,0.9002248044769313,0.76107,0.693,0.412703
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.6218664000517665,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.103464,0.0582,0.114724
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,1.25e-06,0.5,0.6405857378586433,0.6218664000517665,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.997608,0.9966,0.519146
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.2071177765944095e-09,6.788306375814361e-05,6.193945263449541e-05,0.5314643124625297,0.8612860525679867,0.7165974330672222,0.6478565802285862,0.8301718335777343,0.8352382427968593,0.997201,0.9966,0.520824
7.898969299362694e-09,5.247406975992999e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,6.56e-06,1.8588928065261945e-05,0.534494521631937,0.715647668106565,0.5610488218891452,0.2608801746186037,0.7158434493363932,0.6,0.0163474,0.0026,0.0296495
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.6,0.7807690555139849,0.997616,0.9966,0.518736
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.1,0.6,0.7807690555139849,0.313038,0.2296,0.232721
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
9.689495442641883e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5314643124625297,0.8612860525679867,0.7165974330672222,0.1,0.632373177963066,0.8077341941977626,0.0302958,0.0058,0.0542913
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.00517646,0.001,0.0153375
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,3.8760964197739284e-05,1.5343592592030295e-05,0.5,0.6509116424570446,0.5,0.9644306967387448,0.6,0.9002248044769313,0.988244,0.9888,0.430851
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,1e-10,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.8301718335777343,0.8352382427968593,0.0802467,0.0796,0.0965311
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,3.8760964197739284e-05,1.5343592592030295e-05,0.5,0.6509116424570446,0.6218664000517665,0.49898220737337584,0.7158434493363932,0.6,0.998806,0.9966,0.517448
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.984223,0.993,0.520499
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.6,0.6,0.902923,0.9676,0.527332
4.67086678713518e-09,1e-10,4.851010294451138e-09,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.7165974330672222,0.8464655173294761,0.8253556331781342,0.8352382427968593,0.00856849,0.0072,0.0214678
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.6,0.7492909847977799,0.0344563,0.0482,0.110254
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.9644306967387448,0.6,0.9002248044769313,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
9.689495442641883e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.5314643124625297,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.98186,0.9966,0.173498
1e-10,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,1e-10,3.429082369390264e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.632373177963066,0.8077341941977626,1.0,0.9966,0.167138
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.974702,0.996,0.475364
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8362811137815677,0.5,0.1,0.8253556331781342,0.7807690555139849,0.999802,0.9966,0.201953
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.8362811137815677,0.5,0.1,0.6,0.7807690555139849,1.0,0.9966,0.20211
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.997208,0.9966,0.531432
5.079672264508865e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.8396405431590938,0.10146384350151683,0.6,0.7807690555139849,1.0,0.9966,0.200204
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.6405857378586433,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0890403,0.0342,0.0945842
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.5,0.1,0.8301718335777343,0.8352382427968593,0.402844,0.3422,0.378658
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.6405857378586433,0.738958147844904,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.65522,0.487,0.461041
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6509116424570446,0.8082686196692759,0.1,0.6,0.7492909847977799,0.0705154,0.031,0.0986766
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.5,0.5,0.10146384350151683,0.6,0.9002248044769313,0.231399,0.0866,0.222555
5.079672264508865e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5157702633061807,0.8396405431590938,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.998801,0.9966,0.513233
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.8301718335777343,0.8373538163164983,0.401864,0.2082,0.307939
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.5,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.1,0.6,0.8352382427968593,0.168212,0.0954,0.156133
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.1,0.8301718335777343,0.8352382427968593,0.00896521,0.0008,0.0206056
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.696221056784764e-09,3.8760964197739284e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.6218664000517665,0.9644306967387448,0.6,0.7807690555139849,0.219171,0.2118,0.174601
7.898969299362694e-09,5.247406975992999e-09,5.755101783430644e-10,9.349466017506253e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.6405857378586433,0.6218664000517665,0.6901881148911091,0.8301718335777343,0.7807690555139849,0.979898,0.9812,0.447029
8.818519320555915e-09,4.359391474784643e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.6405857378586433,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.0798842,0.0688,0.109388
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.1,0.632373177963066,0.8077341941977626,0.859652,0.9798,0.525599
5.079672264508865e-09,1e-10,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.8082686196692759,0.4743001031958431,0.6,0.7492909847977799,0.0221244,0.0348,0.0455769
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.6405857378586433,0.738958147844904,0.289457385694739,0.8301718335777343,0.7807690555139849,0.989439,0.9966,0.267627
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.8152910804229487,0.6405857378586433,0.738958147844904,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.983471,0.9966,0.257148
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.25e-06,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.8301718335777343,0.8373538163164983,0.995032,0.9966,0.194637
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.6,0.7807690555139849,0.966924,0.9764,0.53011
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.7807690555139849,1.0,0.9966,0.201469
4.67086678713518e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6404503218954342,0.5,0.1,0.8301718335777343,0.8352382427968593,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.8301718335777343,0.8624740968156196,0.0,0.0,0.0
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,2.668218546780321e-05,1.8588928065261945e-05,0.534494521631937,0.6405857378586433,0.5,0.1,0.8301718335777343,0.8373538163164983,0.878784,0.8702,0.529413
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7807690555139849,0.997612,0.9966,0.531736
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.999602,0.9966,0.523614
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0831225,0.0376,0.0985998
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.7151647682347078,0.8362811137815677,0.5,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
4.67086678713518e-09,4.359391474784643e-09,1e-10,2.533391193080054e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
5.079672264508865e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.0941114,0.0402,0.109269
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.1,0.7931359523144973,0.8352382427968593,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.8152910804229487,0.6404503218954342,0.5,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
4.67086678713518e-09,4.359391474784643e-09,4.04769545484962e-09,2.533391193080054e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.5,0.10146384350151683,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.600427,0.5496,0.423617
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.5,0.5,0.9890110015032659,0.6,0.9002248044769313,0.542182,0.3924,0.335766
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.17196107301215335,0.8301718335777343,0.8352382427968593,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.1,0.632373177963066,0.6,0.318161,0.1628,0.267902
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.5,0.1,0.610052290765528,0.8352382427968593,0.0111694,0.0014,0.0245046
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.8152910804229487,0.5,0.5,0.10146384350151683,0.6,0.9002248044769313,0.0169416,0.0026,0.0325534
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.8301718335777343,0.8077341941977626,0.0151588,0.005,0.0294426
8.818519320555915e-09,1e-10,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.1,0.8301718335777343,0.8352382427968593,0.0448476,0.0736,0.160487
1e-10,4.359391474784643e-09,4.04769545484962e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.9890110015032659,0.6,0.9002248044769313,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.1,0.632373177963066,0.8352382427968593,0.9809,0.9966,0.268815
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,5.467106740371755e-09,1e-10,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.994004,0.9966,0.471951
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.6,1.0,0.9966,0.0891611
4.67086678713518e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.8301718335777343,0.7807690555139849,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.534494521631937,0.6405857378586433,0.5,0.1,0.6,0.8373538163164983,0.719765,0.7516,0.436772
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
4.67086678713518e-09,4.646920016605582e-09,1e-10,1e-10,5.118637895821046e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.5,0.1,0.610052290765528,0.8352382427968593,0.0,0.0,0.0
4.67086678713518e-09,4.646920016605582e-09,1e-10,1e-10,5.118637895821046e-09,3.23860106973512e-05,8.884822520943116e-05,0.6800026477699458,0.6509116424570446,0.5,0.1,0.6,0.8352382427968593,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.6872906421454186,0.8301718335777343,0.7807690555139849,0.993011,0.9964,0.519484
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5220244827120087,0.6872906421454186,0.6,0.7807690555139849,0.994416,0.9966,0.528021
